"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","subname","question_order","gender","varimages","baseimage","baseimagestr","baseimagestr2","stimulus","response_type","key_press","avg_frame_time","center_x","center_y"
"","psychophysics","10","173076","0.0-6.0-0.0","13813","f","","","","","","","","","key","f","16.666999999999998","720","250"
"","psychophysics","11","192565","0.0-6.0-0.1","19477","j","","","","","","","","","key","j","16.666999999999998","720","250"
"","psychophysics","12","206531","0.0-6.0-0.2","13955","f","","","","","","","","","key","f","16.66699999999999","720","250"
"","psychophysics","13","209945","0.0-6.0-0.3","3402","j","","","","","","","","","key","j","16.666999999999998","720","250"
"","psychophysics","14","219373","0.0-6.0-0.4","9420","j","","","","","","","","","key","j","16.666999999999966","720","250"
"","psychophysics","15","235420","0.0-6.0-0.5","16032","j","","","","","","","","","key","j","16.66700000000001","720","250"
"","psychophysics","16","256649","0.0-6.0-0.6","21214","f","","","","","","","","","key","f","16.667000000000012","720","250"
"","psychophysics","17","277077","0.0-6.0-0.7","20419","j","","","","","","","","","key","j","16.66700000000002","720","250"
"","psychophysics","18","288701","0.0-6.0-0.8","11611","j","","","","","","","","","key","j","16.667000000000048","720","250"
"","psychophysics","19","343904","0.0-6.0-0.9","55195","f","","","","","","","","","key","f","16.66700000000001","720","250"
"","psychophysics","20","351954","0.0-6.0-0.10","8031","j","","","","","","","","","key","j","16.66699999999989","720","250"
"","psychophysics","21","357063","0.0-6.0-0.11","5101","j","","","","","","","","","key","j","16.66699999999999","720","250"
"","psychophysics","22","365841","0.0-6.0-0.12","8767","j","","","","","","","","","key","j","16.66700000000001","720","250"
"","psychophysics","23","385658","0.0-6.0-0.13","19744","j","","","","","","","","","key","j","16.667","720","250"
"","psychophysics","24","404390","0.0-6.0-0.14","18720","j","","","","","","","","","key","j","16.667000000000023","720","250"
"","psychophysics","25","420671","0.0-6.0-0.15","16266","j","","","","","","","","","key","j","16.66699999999997","720","250"
"","psychophysics","26","434326","0.0-6.0-0.16","13642","f","","","","","","","","","key","f","16.666999999999963","720","250"
"","psychophysics","27","451180","0.0-6.0-0.17","16844","j","","","","","","","","","key","j","16.666999999999998","720","250"
"","psychophysics","28","460078","0.0-6.0-0.18","8890","j","","","","","","","","","key","j","16.666999999999998","720","250"
"","psychophysics","29","476971","0.0-6.0-0.19","16884","j","","","","","","","","","key","j","16.66699999999996","720","250"
"","psychophysics","30","495072","0.0-6.0-0.20","18089","f","","","","","","","","","key","f","16.667000000000005","720","250"
"","psychophysics","31","525178","0.0-6.0-0.21","30097","f","","","","","","","","","key","f","16.666999999999977","720","250"
"","psychophysics","32","538745","0.0-6.0-0.22","13560","f","","","","","","","","","key","f","16.666999999999938","720","250"
"","psychophysics","33","551899","0.0-6.0-0.23","13145","j","","","","","","","","","key","j","16.667000000000026","720","250"
"","psychophysics","34","561878","0.0-6.0-0.24","9970","j","","","","","","","","","key","j","16.667000000000066","720","250"
"","psychophysics","35","571959","0.0-6.0-0.25","10073","j","","","","","","","","","key","j","16.667","720","250"
"","psychophysics","36","587243","0.0-6.0-0.26","15274","j","","","","","","","","","key","j","16.667000000000073","720","250"
"","psychophysics","37","592237","0.0-6.0-0.27","4984","j","","","","","","","","","key","j","16.66699999999987","720","250"
"","psychophysics","38","612443","0.0-6.0-0.28","20196","f","","","","","","","","","key","f","16.66699999999997","720","250"
"","psychophysics","39","625479","0.0-6.0-0.29","13025","j","","","","","","","","","key","j","16.66700000000005","720","250"
"","psychophysics","40","629717","0.0-6.0-0.30","4221","j","","","","","","","","","key","j","16.666999999999728","720","250"
"","psychophysics","41","638564","0.0-6.0-0.31","8840","j","","","","","","","","","key","j","16.667000000000016","720","250"
"","psychophysics","42","649850","0.0-6.0-0.32","11280","j","","","","","","","","","key","j","16.666999999999987","720","250"
"","psychophysics","43","662997","0.0-6.0-0.33","13135","f","","","","","","","","","key","f","16.667000000000026","720","250"
"","psychophysics","44","670396","0.0-6.0-0.34","7391","j","","","","","","","","","key","j","16.667000000000066","720","250"
"","psychophysics","45","680267","0.0-6.0-0.35","9864","j","","","","","","","","","key","j","16.667000000000073","720","250"
"","psychophysics","46","686842","0.0-6.0-0.36","6567","j","","","","","","","","","key","j","16.666999999999838","720","250"
"","psychophysics","47","703649","0.0-6.0-0.37","16797","f","","","","","","","","","key","f","16.66700000000001","720","250"
"","psychophysics","48","712379","0.0-6.0-0.38","8722","j","","","","","","","","","key","j","16.66700000000003","720","250"
"","psychophysics","49","722549","0.0-6.0-0.39","10162","j","","","","","","","","","key","j","16.666999999999966","720","250"
"","psychophysics","50","731837","0.0-6.0-0.40","9280","j","","","","","","","","","key","j","16.66699999999992","720","250"
"","psychophysics","51","736593","0.0-6.0-0.41","4744","j","","","","","","","","","key","j","16.666999999999845","720","250"
"","psychophysics","52","739363","0.0-6.0-0.42","2760","j","","","","","","","","","key","j","16.666999999999703","720","250"
"","psychophysics","53","763451","0.0-6.0-0.43","24080","j","","","","","","","","","key","j","16.66700000000003","720","250"
"","psychophysics","54","766848","0.0-6.0-0.44","3390","j","","","","","","","","","key","j","16.666999999999774","720","250"
"","psychophysics","55","774916","0.0-6.0-0.45","8061","f","","","","","","","","","key","f","16.666999999999923","720","250"
"","psychophysics","56","783768","0.0-6.0-0.46","8845","f","","","","","","","","","key","f","16.667000000000016","720","250"
"","psychophysics","57","809233","0.0-6.0-0.47","25456","f","","","","","","","","","key","f","16.666999999999977","720","250"
"","psychophysics","58","818188","0.0-6.0-0.48","8948","j","","","","","","","","","key","j","16.666999999999977","720","250"
"","psychophysics","59","839289","0.0-6.0-0.49","21090","f","","","","","","","","","key","f","16.667000000000005","720","250"
"","psychophysics","60","861475","0.0-6.0-0.50","22178","j","","","","","","","","","key","j","16.66699999999999","720","250"
"","psychophysics","61","865755","0.0-6.0-0.51","4269","f","","","","","","","","","key","f","16.666999999999916","720","250"
"","psychophysics","62","868636","0.0-6.0-0.52","2870","f","","","","","","","","","key","f","16.667000000000264","720","250"
"","psychophysics","63","874930","0.0-6.0-0.53","6283","f","","","","","","","","","key","f","16.666999999999774","720","250"
"","psychophysics","64","885124","0.0-6.0-0.54","10186","j","","","","","","","","","key","j","16.66699999999999","720","250"
"","psychophysics","65","901985","0.0-6.0-0.55","16850","j","","","","","","","","","key","j","16.66700000000006","720","250"
"","psychophysics","66","919817","0.0-6.0-0.56","17824","f","","","","","","","","","key","f","16.66700000000004","720","250"
"","psychophysics","67","922858","0.0-6.0-0.57","3033","f","","","","","","","","","key","f","16.666999999999753","720","250"
"","psychophysics","68","932110","0.0-6.0-0.58","9240","f","","","","","","","","","key","f","16.667000000000073","720","250"
"","psychophysics","69","944477","0.0-6.0-0.59","12357","f","","","","","","","","","key","f","16.666999999999966","720","250"
"","psychophysics","70","953102","0.0-6.0-0.60","8615","j","","","","","","","","","key","j","16.666999999999845","720","250"
"","psychophysics","71","968205","0.0-6.0-0.61","15092","f","","","","","","","","","key","f","16.66700000000001","720","250"
"","psychophysics","72","983397","0.0-6.0-0.62","15181","j","","","","","","","","","key","j","16.666999999999987","720","250"
"","psychophysics","73","988989","0.0-6.0-0.63","5586","f","","","","","","","","","key","f","16.667000000000147","720","250"
"","psychophysics","74","994613","0.0-6.0-0.64","5611","f","","","","","","","","","key","f","16.667000000000286","720","250"
"","psychophysics","75","1005288","0.0-6.0-0.65","10667","f","","","","","","","","","key","f","16.667000000000165","720","250"
"","psychophysics","76","1010031","0.0-6.0-0.66","4732","f","","","","","","","","","key","f","16.667000000000257","720","250"
"","psychophysics","77","1018150","0.0-6.0-0.67","8112","j","","","","","","","","","key","j","16.667000000000023","720","250"
"","psychophysics","78","1031605","0.0-6.0-0.68","13448","j","","","","","","","","","key","j","16.66700000000009","720","250"
"","psychophysics","79","1035751","0.0-6.0-0.69","4134","j","","","","","","","","","key","j","16.666999999999874","720","250"
"","psychophysics","80","1048069","0.0-6.0-0.70","12309","f","","","","","","","","","key","f","16.66700000000006","720","250"
"","psychophysics","81","1053845","0.0-6.0-0.71","5765","j","","","","","","","","","key","j","16.667000000000357","720","250"
"","psychophysics","82","1076053","0.0-6.0-0.72","22201","j","","","","","","","","","key","j","16.667","720","250"
"","psychophysics","83","1092620","0.0-6.0-0.73","16554","j","","","","","","","","","key","j","16.667000000000005","720","250"
"","psychophysics","84","1106564","0.0-6.0-0.74","13931","j","","","","","","","","","key","j","16.66699999999996","720","250"
"","psychophysics","85","1120719","0.0-6.0-0.75","14145","f","","","","","","","","","key","f","16.667000000000183","720","250"
"","psychophysics","86","1134556","0.0-6.0-0.76","13827","f","","","","","","","","","key","f","16.666999999999963","720","250"
"","psychophysics","87","1141638","0.0-6.0-0.77","7069","j","","","","","","","","","key","j","16.66699999999991","720","250"
"","psychophysics","88","1152958","0.0-6.0-0.78","11308","j","","","","","","","","","key","j","16.667000000000037","720","250"
"","psychophysics","89","1161996","0.0-6.0-0.79","9023","j","","","","","","","","","key","j","16.666999999999938","720","250"
"","psychophysics","90","1170724","0.0-6.0-0.80","8719","f","","","","","","","","","key","f","16.667000000000222","720","250"
"","psychophysics","91","1173008","0.0-6.0-0.81","2276","j","","","","","","","","","key","j","16.667000000000424","720","250"
"","psychophysics","92","1190834","0.0-6.0-0.82","17813","j","","","","","","","","","key","j","16.66700000000004","720","250"
"","psychophysics","93","1210901","0.0-6.0-0.83","20058","j","","","","","","","","","key","j","16.666999999999867","720","250"
"","psychophysics","94","1219274","0.0-6.0-0.84","8360","j","","","","","","","","","key","j","16.6669999999998","720","250"
"","psychophysics","95","1229291","0.0-6.0-0.85","10007","j","","","","","","","","","key","j","16.666999999999923","720","250"
"","psychophysics","96","1240602","0.0-6.0-0.86","11301","j","","","","","","","","","key","j","16.667000000000037","720","250"
"","psychophysics","97","1245679","0.0-6.0-0.87","5064","j","","","","","","","","","key","j","16.66699999999975","720","250"
"","psychophysics","98","1265049","0.0-6.0-0.88","19361","j","","","","","","","","","key","j","16.66700000000009","720","250"
"","psychophysics","99","1268022","0.0-6.0-0.89","2963","j","","","","","","","","","key","j","16.667000000000705","720","250"
"","psychophysics","100","1289145","0.0-6.0-0.90","21049","f","","","","","","","","","key","f","16.78661961722495","720","250"
"","psychophysics","101","1299344","0.0-6.0-0.91","10189","f","","","","","","","","","key","f","16.66700000000002","709","250"
"","psychophysics","102","1305802","0.0-6.0-0.92","6449","j","","","","","","","","","key","j","16.666999999999547","709","250"
"","psychophysics","103","1312661","0.0-6.0-0.93","6847","j","","","","","","","","","key","j","16.66699999999969","709","250"
"","psychophysics","104","1330517","0.0-6.0-0.94","17842","f","","","","","","","","","key","f","21.383321342925594","709","250"
